Authors,Title,Year,Link,Affiliations,Authors with affiliations
"Silva P.E., De Cássia Marqueti R., Livino-De-Carvalho K., De Araujo A.E.T., Castro J., Da Silva V.M., Vieira L., Souza V.C., Dantas L.O., Cipriano G., Jr., Nóbrega O.T., Babault N., Durigan J.L.Q.","Neuromuscular electrical stimulation in critically ill traumatic brain injury patients attenuates muscle atrophy, neurophysiological disorders, and weakness: A randomized controlled trial",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076564387&doi=10.1186%2fs40560-019-0417-x&partnerID=40&md5=d4646bf41a7248197c616c742c863686","Health Sciences and Technologies PhD Program, University of Brasilia, Brasilia, DF, Brazil; Physical Therapy Division, Hospital de Base Do Distrito Federal, Brasília, DF, Brazil; Rehabilitation Science Program, University of Brasilia, Brasília, DF, Brazil; Physical Therapy Division, Hospital Regional de Santa Maria, Brasilia, DF, Brazil; Escola Superior de Ciências da Saúde, Brasilia Brasília, DF, Brazil; Clinical Research Center Hospital de Base Do Distrito Federal, Brasilia, DF, Brazil; Science Health Program, University of Brasília, Brasília, DF, Brazil; Physical Therapy Department, Federal University of São Carlos, São Carlos, SP, Brazil; Centre de Recherche de l'Institut Universitaire de Gériatrie de Montréal, Montréal, QC, Canada; INSERM-U1093 Cognition Actionet Plasticité Senorimotrice, UFR STAPS, Université de Bourgogne-Franche-Comté, Dijon, France","Silva, P.E., Health Sciences and Technologies PhD Program, University of Brasilia, Brasilia, DF, Brazil, Physical Therapy Division, Hospital de Base Do Distrito Federal, Brasília, DF, Brazil; De Cássia Marqueti, R., Rehabilitation Science Program, University of Brasilia, Brasília, DF, Brazil; Livino-De-Carvalho, K., Physical Therapy Division, Hospital Regional de Santa Maria, Brasilia, DF, Brazil; De Araujo, A.E.T., Physical Therapy Division, Hospital de Base Do Distrito Federal, Brasília, DF, Brazil; Castro, J., Physical Therapy Division, Hospital de Base Do Distrito Federal, Brasília, DF, Brazil; Da Silva, V.M., Escola Superior de Ciências da Saúde, Brasilia Brasília, DF, Brazil; Vieira, L., Clinical Research Center Hospital de Base Do Distrito Federal, Brasilia, DF, Brazil; Souza, V.C., Science Health Program, University of Brasília, Brasília, DF, Brazil; Dantas, L.O., Physical Therapy Department, Federal University of São Carlos, São Carlos, SP, Brazil; Cipriano, G., Jr., Rehabilitation Science Program, University of Brasilia, Brasília, DF, Brazil; Nóbrega, O.T., Health Sciences and Technologies PhD Program, University of Brasilia, Brasilia, DF, Brazil, Science Health Program, University of Brasília, Brasília, DF, Brazil, Centre de Recherche de l'Institut Universitaire de Gériatrie de Montréal, Montréal, QC, Canada; Babault, N., INSERM-U1093 Cognition Actionet Plasticité Senorimotrice, UFR STAPS, Université de Bourgogne-Franche-Comté, Dijon, France; Durigan, J.L.Q., Rehabilitation Science Program, University of Brasilia, Brasília, DF, Brazil"
"Oliveira C.M., Vieira E.A., Fialho J.F., Frizzas M.R.","A Species of the Genus Eubulus (Coleoptera: Curculionidae): A New and More Destructive Cassava Pest in the Brazilian Cerrado",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076331114&doi=10.1093%2fjee%2ftoz209&partnerID=40&md5=8fcc02d72509cfa2d72e461ed32b4d2a","Embrapa Cerrados, Rodovia BR, DF, Planaltina, Brazil; Departament of Zoology, University of Brasília, DF, Brasília, Brazil","Oliveira, C.M., Embrapa Cerrados, Rodovia BR, DF, Planaltina, Brazil; Vieira, E.A., Embrapa Cerrados, Rodovia BR, DF, Planaltina, Brazil; Fialho, J.F., Embrapa Cerrados, Rodovia BR, DF, Planaltina, Brazil; Frizzas, M.R., Departament of Zoology, University of Brasília, DF, Brasília, Brazil"
"Escobar I.A., Dotti F.L., Alchieri E., Pedone F.","Boosting concurrency in Parallel State Machine Replication",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078029468&doi=10.1145%2f3361525.3361549&partnerID=40&md5=3572344d2a5cf18a126f11639ecdf8de","PUCRS, Brazil; Universidade de Brasília, Brazil; Università della Svizzera italiana (USI), Switzerland","Escobar, I.A., PUCRS, Brazil; Dotti, F.L., PUCRS, Brazil; Alchieri, E., Universidade de Brasília, Brazil; Pedone, F., Università della Svizzera italiana (USI), Switzerland"
"Cajueiro D.O., Mundim F.N., Martins J.I.F., Sakowski P.A.M., Andrade R.F.S.","Markov chain approach to model intertemporal choices and coverages in air transport markets",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076537897&doi=10.1103%2fPhysRevE.100.062303&partnerID=40&md5=d02af6c7a4de2f51b56b41730527499c","Departamento de Economia, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Brasília, 70910-900, Brazil; National Institute of Science and Technology for Complex Systems (INCT-SC), Rio de Janeiro, 22290-180, Brazil; Administrative Council for Economic Defense (CADE) SEPN 515, Brasília, 70770-504, Brazil; Instituto de Física, Universidade Federal da Bahia, Salvador, 40170-115, Brazil; Centre for Data and Knowledge Integration for Health (CIDACS), Instituto Gonçalo Muniz, Fundação Oswaldo Cruz (FIOCRUZ), Salvador, 41745-715, Brazil","Cajueiro, D.O., Departamento de Economia, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Brasília, 70910-900, Brazil, National Institute of Science and Technology for Complex Systems (INCT-SC), Rio de Janeiro, 22290-180, Brazil; Mundim, F.N., Administrative Council for Economic Defense (CADE) SEPN 515, Brasília, 70770-504, Brazil; Martins, J.I.F., Administrative Council for Economic Defense (CADE) SEPN 515, Brasília, 70770-504, Brazil; Sakowski, P.A.M., Administrative Council for Economic Defense (CADE) SEPN 515, Brasília, 70770-504, Brazil; Andrade, R.F.S., National Institute of Science and Technology for Complex Systems (INCT-SC), Rio de Janeiro, 22290-180, Brazil, Instituto de Física, Universidade Federal da Bahia, Salvador, 40170-115, Brazil, Centre for Data and Knowledge Integration for Health (CIDACS), Instituto Gonçalo Muniz, Fundação Oswaldo Cruz (FIOCRUZ), Salvador, 41745-715, Brazil"
"De Castanheira P.S., Didham R.K., Vink C.J., Framenau V.W.","The scorpion-tailed orb-weaving spiders (Araneae, Araneidae, Arachnura) in Australia and New Zealand",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076148145&doi=10.11646%2fzootaxa.4706.1.6&partnerID=40&md5=e57aec0048a2e516301ff5ec956ffcdd","Laboratório de Diversidade de Aracnídeos, Universidade do Brasil, Universidade Federal do Rio de Janeiro, Av. Carlos Chagas Filho 373, Ilha do Fundão, Rio de Janeiro, 21941-902, Brazil; Museu Nacional / Universidade do Brasil (UFRJ), Quinta da Boa Vista, São Cristóvão, Rio de Janeiro, RJ  20.940-040, Brazil; School of Biological Sciences, University of Western Australia, Crawley, WA  6009, Australia; CSIRO Health and Biosecurity, Centre for Environment and Life Sciences, 147 Underwood Ave, Floreat, WA  6014, Australia; Canterbury Museum, Rolleston Ave, Christchurch Central City, Christchurch, 8013, New Zealand; Harry Butler Institute, Murdoch University, 90 South St, Murdoch, WA  6150, Australia; Department of Terrestrial Zoology, Western Australian Museum, Locked Bag 49, Welshpool DC, WA  6986, Australia; Centrum für Naturkunde (CeNak), Universität Hamburg, Martin-Luther-King-Platz 3, Hamburg, 20146, Germany","De Castanheira, P.S., Laboratório de Diversidade de Aracnídeos, Universidade do Brasil, Universidade Federal do Rio de Janeiro, Av. Carlos Chagas Filho 373, Ilha do Fundão, Rio de Janeiro, 21941-902, Brazil, Museu Nacional / Universidade do Brasil (UFRJ), Quinta da Boa Vista, São Cristóvão, Rio de Janeiro, RJ  20.940-040, Brazil; Didham, R.K., School of Biological Sciences, University of Western Australia, Crawley, WA  6009, Australia, CSIRO Health and Biosecurity, Centre for Environment and Life Sciences, 147 Underwood Ave, Floreat, WA  6014, Australia; Vink, C.J., Canterbury Museum, Rolleston Ave, Christchurch Central City, Christchurch, 8013, New Zealand, Centrum für Naturkunde (CeNak), Universität Hamburg, Martin-Luther-King-Platz 3, Hamburg, 20146, Germany; Framenau, V.W., Harry Butler Institute, Murdoch University, 90 South St, Murdoch, WA  6150, Australia, Department of Terrestrial Zoology, Western Australian Museum, Locked Bag 49, Welshpool DC, WA  6986, Australia, Centrum für Naturkunde (CeNak), Universität Hamburg, Martin-Luther-King-Platz 3, Hamburg, 20146, Germany"
"Drüke M., Forke M., Bloh W.V., Sakschewski B., Cardoso M., Bustamante M., Kurths J., Thonicke K.","Improving the LPJmL4-SPITFIRE vegetation-fire model for South America using satellite data",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076115660&doi=10.5194%2fgmd-12-5029-2019&partnerID=40&md5=f5619a5f2e6304da9c64e22d871eab37","Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany; Humboldt Universität zu Berlin, Unter den Linden 6, Berlin, 10099, Germany; Technische Universität Wien, Department of Geodesy and Geoinformation, Gusshausstr. 27-29, Vienna, 1040, Austria; Instituto Nacional de Pesquisas Espaciais, Av. dos Astronautas, 1.758, São Paulo, 12227-010, Brazil; Instituto de Ciências Biologicas, Universidade de Brasília, Campus Universitário Darcy Ribeiro-Asa Norte, Brasília, Brazil","Drüke, M., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany, Humboldt Universität zu Berlin, Unter den Linden 6, Berlin, 10099, Germany; Forke, M., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany, Technische Universität Wien, Department of Geodesy and Geoinformation, Gusshausstr. 27-29, Vienna, 1040, Austria; Bloh, W.V., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany; Sakschewski, B., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany; Cardoso, M., Instituto Nacional de Pesquisas Espaciais, Av. dos Astronautas, 1.758, São Paulo, 12227-010, Brazil; Bustamante, M., Instituto de Ciências Biologicas, Universidade de Brasília, Campus Universitário Darcy Ribeiro-Asa Norte, Brasília, Brazil; Kurths, J., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany, Humboldt Universität zu Berlin, Unter den Linden 6, Berlin, 10099, Germany; Thonicke, K., Potsdam Institute for Climate Impact Research (PIK), Leibniz Association, P.O. Box 60 12 03, Potsdam, 14412, Germany"
"Alvim E.A.C.C., Kisaka T.B., Nardoto G.B., de Mendonça-Galvão L., Fonseca B.M., Bustamante M.M.C.","Trophic relationships between primary producers and associated fauna in a pristine cerrado pond",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078572316&doi=10.4081%2fjlimnol.2019.1874&partnerID=40&md5=54d4345f7a5b77c5b19991838bcddd87","Departamento de Ecologia, Universidade de Brasília, Brazil; Universidade Católica de Brasília, Brazil","Alvim, E.A.C.C., Departamento de Ecologia, Universidade de Brasília, Brazil; Kisaka, T.B., Departamento de Ecologia, Universidade de Brasília, Brazil; Nardoto, G.B., Departamento de Ecologia, Universidade de Brasília, Brazil; de Mendonça-Galvão, L., Universidade Católica de Brasília, Brazil; Fonseca, B.M., Universidade Católica de Brasília, Brazil; Bustamante, M.M.C., Departamento de Ecologia, Universidade de Brasília, Brazil"
"Silva E.D., de Albuquerque J.C., do Ó J.M.","On nonquadratic fractional coupled elliptic systems in ℝ",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058991103&doi=10.1080%2f17476933.2018.1557158&partnerID=40&md5=9a1a55ed1c1cc580f4a5a8f6c618dbee","Institute of Mathematics and Statistics, Federal University of Goiás, Goiás, Brazil; Department of Mathematics, University of Brasília, Brasília, Brazil","Silva, E.D., Institute of Mathematics and Statistics, Federal University of Goiás, Goiás, Brazil; de Albuquerque, J.C., Institute of Mathematics and Statistics, Federal University of Goiás, Goiás, Brazil; do Ó, J.M., Department of Mathematics, University of Brasília, Brasília, Brazil"
"Li Z., Feng Y., Gurgel H., Xu L., Dessay N., Gong P.","Use of spatial autocorrelation and time series Landsat images for long-term monitoring of surface water shrinkage and expansion in Guanting Reservoir, China",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073065203&doi=10.1080%2f2150704X.2019.1671634&partnerID=40&md5=c03e3b827ac556f6ce333a7992049e70","Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China; School of Software and Microelectronics, Peking University, Beijing, China; Department of Geography, University of Brasilia, Brasilia, Brazil; ESPACE-DEV, UMR 228 IRD/UM/UR/UG, Institut de Recherche pour le Développement, Montpellier, France; Joint Center for Global Change Studies, Beijing, China","Li, Z., Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China; Feng, Y., School of Software and Microelectronics, Peking University, Beijing, China; Gurgel, H., Department of Geography, University of Brasilia, Brasilia, Brazil; Xu, L., Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China; Dessay, N., ESPACE-DEV, UMR 228 IRD/UM/UR/UG, Institut de Recherche pour le Développement, Montpellier, France; Gong, P., Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing, China, Joint Center for Global Change Studies, Beijing, China"
"Javidi E., Da Costa J.P.C.L., Miranda R.K., Maranhão J.P.A., Vargas J.A.R.","Modified Information Theoretic Criteria for Low Complexity Estimation of the Amount of Components in MEG Measurements",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081990957&doi=10.1109%2fICSPCS47537.2019.9008721&partnerID=40&md5=22186abe8bf9d6b65a9e7603837b42f2","Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil; Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil","Javidi, E., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil; Da Costa, J.P.C.L., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil, Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Miranda, R.K., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil, Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Maranhão, J.P.A., Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Vargas, J.A.R., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil"
"Javidi E., Da Costa J.P.C.L., Miranda R.K., Maranhao J.P.A., Vargas J.A.R.","Unsupervised Framework for the Identification of Visual Evoked Potential in MEG Measurements",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081988914&doi=10.1109%2fICSPCS47537.2019.9008577&partnerID=40&md5=75fb884db950a01b3eacb78737cc4621","Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil; Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil","Javidi, E., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil; Da Costa, J.P.C.L., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil, Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Miranda, R.K., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil, Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Maranhao, J.P.A., Department of Electrical Engineering, University of Brasília (UnB), Brasília, Brazil; Vargas, J.A.R., Department of Mechanical Engineering, University of Brasília (UnB), Brasília, Brazil"
"Costa L.R., Drummond A.C.","Achieving energy efficiency and performance with auxiliary graph model in elastic optical networks",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081949228&doi=10.1109%2fGLOBECOM38437.2019.9013599&partnerID=40&md5=699fe7667c077bd6596ab855b297a60e","Department of Computer Science, University of Brasilia (UnB), Brasília, Brazil","Costa, L.R., Department of Computer Science, University of Brasilia (UnB), Brasília, Brazil; Drummond, A.C., Department of Computer Science, University of Brasilia (UnB), Brasília, Brazil"
"Marques-Pinto T., Barreto-Lima A.F., BrandãO R.A.","Dietary resource use by an assemblage of terrestrial frogs from the Brazilian Cerrado",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081624799&partnerID=40&md5=6564ebbe9ee73ce03b8af9c7c19daada","Laboratório de Fauna e Unidades de Conservação, Departamento de Engenharia Florestal, Universidade de Brasília, Brasília - DF, Brazil; Departamento de Ciências Fisiológicas, Instituto de Ciências Biológicas, Universidade de Brasília, Campus Darcy Ribeiro, Brasília - DF, Brazil; Programa de Pós-Graduação em Ecologia, Instituto de Ciências Biológicas, Universidade de Brasília, Campus Darcy Ribeiro, Brasília - DF, Brazil","Marques-Pinto, T., Laboratório de Fauna e Unidades de Conservação, Departamento de Engenharia Florestal, Universidade de Brasília, Brasília - DF, Brazil; Barreto-Lima, A.F., Laboratório de Fauna e Unidades de Conservação, Departamento de Engenharia Florestal, Universidade de Brasília, Brasília - DF, Brazil, Departamento de Ciências Fisiológicas, Instituto de Ciências Biológicas, Universidade de Brasília, Campus Darcy Ribeiro, Brasília - DF, Brazil, Programa de Pós-Graduação em Ecologia, Instituto de Ciências Biológicas, Universidade de Brasília, Campus Darcy Ribeiro, Brasília - DF, Brazil; BrandãO, R.A., Laboratório de Fauna e Unidades de Conservação, Departamento de Engenharia Florestal, Universidade de Brasília, Brasília - DF, Brazil"
"Ivo R.M., Munoz D.M.","RTRLib: A High-Level Modeling Tool for the Implementation of Dynamically Partial Reconfigurable System-on-Chips",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081180319&doi=10.1109%2fReConFig48160.2019.8994779&partnerID=40&md5=ae6c10ae5d7cfbb1268f41ae43156b98","University of Brasilia, Department of Mechanical Engineering, Brasília, Brazil; University of Brasilia, Faculty of Gama, Department of Mechanical Engineering and Electronics Engineering, Brasília, Brazil","Ivo, R.M., University of Brasilia, Department of Mechanical Engineering, Brasília, Brazil; Munoz, D.M., University of Brasilia, Faculty of Gama, Department of Mechanical Engineering and Electronics Engineering, Brasília, Brazil"
"De Souza Costa Pedroso D., Ladeira M., De Paulo Faleiros T.","Does semantic search performs better than lexical search in the task of assisting legal opinion writing?",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080956246&doi=10.1109%2fICMLA.2019.00123&partnerID=40&md5=8aa9eba3ff92ea829f4b13ab5f19e93f","Department of Computer Science, University of Brasilia, Brazil","De Souza Costa Pedroso, D., Department of Computer Science, University of Brasilia, Brazil; Ladeira, M., Department of Computer Science, University of Brasilia, Brazil; De Paulo Faleiros, T., Department of Computer Science, University of Brasilia, Brazil"
"Da Silva Santos M., Ladeira M., Van Erven G.C.G., Luiz Da Silva G.","Machine learning models to identify the risk of modern slavery in Brazilian Cities",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080947338&doi=10.1109%2fICMLA.2019.00132&partnerID=40&md5=d20735c33c282d41f412bcef8fdc3b19","Computer Science Dept., University of Brasília, Brasília, Brazil; Department of Statistics, University of Brasília, Brasília, Brazil","Da Silva Santos, M., Computer Science Dept., University of Brasília, Brasília, Brazil; Ladeira, M., Computer Science Dept., University of Brasília, Brasília, Brazil; Van Erven, G.C.G., Computer Science Dept., University of Brasília, Brasília, Brazil; Luiz Da Silva, G., Department of Statistics, University of Brasília, Brasília, Brazil"
"Da Fonseca Silveira R., Holanda M., De Carvalho Victorino M., Ladeira M.","Educational data mining: Analysis of drop out of engineering majors at the UnB - Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080943555&doi=10.1109%2fICMLA.2019.00048&partnerID=40&md5=2015671908797d18abe46af601657297","Centro de Informática, University of Brasilia, Brasilia, Brazil; Depart. de Ciência da Computação, University of Brasilia, Brasilia, Brazil; Faculdade de Ciência da Informação, University of Brasilia, Brasilia, Brazil","Da Fonseca Silveira, R., Centro de Informática, University of Brasilia, Brasilia, Brazil; Holanda, M., Depart. de Ciência da Computação, University of Brasilia, Brasilia, Brazil; De Carvalho Victorino, M., Faculdade de Ciência da Informação, University of Brasilia, Brasilia, Brazil; Ladeira, M., Depart. de Ciência da Computação, University of Brasilia, Brasilia, Brazil"
"Rosario R., Peixoto E.","Intra-Frame Compression of Point Cloud Geometry using Boolean Decomposition",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079211522&doi=10.1109%2fVCIP47243.2019.8965783&partnerID=40&md5=ca4b2a9d6f6f439dc6f571dfeff04a87","Universidáde de Brasília, Departamento de Engenharia Elétrica, Brasília, Brazil","Rosario, R., Universidáde de Brasília, Departamento de Engenharia Elétrica, Brasília, Brazil; Peixoto, E., Universidáde de Brasília, Departamento de Engenharia Elétrica, Brasília, Brazil"
"da CRUZ M.R.G., Leite Y.J.B.S., Marques J.L., Pavelquesi S.L.S., Oliveira L.R.A., da SILVA I.C.R., Orsi D.C.","Microbiological quality of minimally processed vegetables commercialized in brasilia, df, brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078449576&doi=10.1590%2ffst.16018&partnerID=40&md5=3b7057df241a27caeb6be77f4e801a0f","Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil","da CRUZ, M.R.G., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; Leite, Y.J.B.S., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; Marques, J.L., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; Pavelquesi, S.L.S., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; Oliveira, L.R.A., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; da SILVA, I.C.R., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil; Orsi, D.C., Laboratory of Food Control, Universidade de Brasília – UNB/FCE, Brasília, DF, Brazil"
